selected_text_processed,sentiment
starve,neutral
better,positive
let right one aparently drag also horrible,neutral
happy,positive
try windows visible microsoft,negative
well,neutral
lovesu upset especially fear jar,neutral
could listen canada website,negative
interested,negative
happy,positive
walk back orange,neutral
lol know almost do,neutral
sooooo much,positive
early,neutral
great,positive
sound tasty spice earlier also herb always good although better share,positive
friendly,negative
well another choose interview back look another,neutral
like,positive
spent whole cook delicious wake get,neutral
land,neutral
make fart armpit,neutral
good,positive
watch lazy,neutral
lil excite,positive
like,negative
bet add u,neutral
dye,neutral
mean take please please,neutral
annoy,negative
fantastic az,positive
like green somehow minty otherwise,neutral
get follow one say god goddess,neutral
promiss styoopid fly owt hyding larffing u,neutral
wait impatiently,negative
sometimes hate normal,neutral
nice,positive
ever see use browser probably like run,neutral
think sick,negative
next axed,neutral
last,neutral
might play another,neutral
fail first twic,negative
good,positive
oh hungry,negative
common,neutral
great,positive
bad,negative
good,positive
ooh gorgeous whole follow ouch,neutral
instead get,positive
na go,neutral
find,positive
need laptop buy one forever,neutral
suprised cake present,positive
know u ur,neutral
kill,negative
already eat go,neutral
know,neutral
leave moneyz get home finish,neutral
right better ask much do,neutral
yet,neutral
scary,negative
sort,positive
go,neutral
really,negative
loooong inlawing,neutral
happy,positive
watch small,negative
sleep sleep know,neutral
give,neutral
happy hear really start good,positive
im nervous,neutral
give,negative
ooh good,positive
badly,negative
difficult,negative
think study really start take,negative
uncomfortable,negative
miss,negative
refusal upon gig postpone look fwd monthsish,neutral
outside u wish could vote adam,neutral
slowly gettin vry slowly,neutral
watch supernatural hunt,neutral
excite,positive
yep one,neutral
like u happy,negative
hopefully move soon,positive
try tag already,neutral
feel great,positive
na go vivid,neutral
get do,positive
seriously neeed,positive
feel good nice bring,positive
good,positive
great six spend last leave bore,neutral
find one know use,neutral
almost,positive
heinz,neutral
boyfriend,neutral
angry,negative
good go vegan intense good though,positive
true say glad,neutral
go shop save,neutral
saturday live still,neutral
still nw trend,neutral
record new u hear long might play tho,neutral
enjoy,positive
crazy go,positive
lucky,neutral
emily wish,neutral
three hated see monday,negative
much really feel good,negative
catch old,neutral
cruel sometime,negative
soo say bring back sweet,neutral
logically yes find one though always seem see beside cant stop,neutral
tour please please,neutral
much want go instead probably,neutral
awww see till edwin left want make u new,neutral
awe,positive
o bluetooth app get busy,neutral
make,neutral
sorry,negative
sunny outside one go,neutral
achieve new build really painful,neutral
finish clean least look empty almost,neutral
look rly dead,negative
first little boy beautiful,positive
put final pro stable,neutral
happy,positive
miss,neutral
get ta sleep,neutral
liddle get could title,neutral
watch craig early grow,neutral
click angelina go spam order go,neutral
blake cordova rez autoreturn,neutral
go miss see like everyday,negative
freak,negative
maybe mvp like win nba,positive
really,neutral
sad lonely,negative
italian,positive
guy know give formula,neutral
pretty good actually lame otherwise good,neutral
watchin,neutral
go,neutral
turn back hurt knee bad come never ignore,neutral
distraaaaacting,negative
clean listen fiona cant believe im already,neutral
nice back bike although three google call literally scream,neutral
good,positive
want like gant know close drive,neutral
great,negative
early,neutral
watch never stop map u u live,neutral
miss much pay,neutral
lol gross gross,neutral
blokey later still hold ur fluffy find mean dry,neutral
feel pretty good,positive
back london catch,neutral
make whether block china block,neutral
follow follow follow,neutral
helpful least know get secure already pan cross,neutral
hi chinese youtube feel free,neutral
record acoustic,neutral
really kickin,positive
oh dear feel better soon get nice hot,positive
know load leave,neutral
bless oh,positive
wonderful,positive
another go tulane anymore,negative
think na,neutral
im early good,neutral
get,negative
good,positive
make u leave,negative
good lol,neutral
expensive,negative
seriously want pug buy one,neutral
really disappointed pretty high hop one,negative
play coach youngster goin,neutral
googled phew u uk different learn new every,neutral
st water,neutral
reply,neutral
scar,negative
new kirk new,neutral
good,positive
heyyyyy u english want,neutral
love drew,positive
ignore good,negative
annoy gear take,negative
stupid make,negative
third ask help,neutral
go bed nighttt nighttt ily,neutral
ugly,negative
girlfriends past predictable love,positive
ill cross rain stop,positive
stock,neutral
good,positive
go,neutral
happy,positive
realize arrest public oh well take,neutral
hilarious,positive
yeah right start use upload inside,neutral
ugh soooo much,negative
ur leave know see u everyday like ur,neutral
fantastic,positive
guess,neutral
good,positive
fuuuuuuck get,negative
work belgian mort,neutral
doesnt good go burn,negative
bacoor may wifi new wiih short short,neutral
bad,negative
blogging new,positive
sorry good cheer,neutral
remove find somewhere,neutral
like,negative
want,neutral
make sure hoop,positive
ugh still sick calgary last forever,negative
oh suppose intern sit intern,neutral
happy,positive
ashamed,negative
sorry really special,neutral
wait every little get ta right,neutral
guuud,positive
think,neutral
probably best,positive
sincerely hop get better soon,positive
good,positive
uncontrolable,negative
stop work,neutral
go,neutral
always,positive
happy get see lovely,positive
watch,neutral
harrassed tried,negative
finish neil another great neil miss,neutral
find,negative
bad whywhywhy write fair,negative
important,positive
id love favourite,positive
happy,positive
wondrous quiet yet sync,neutral
king,neutral
next,neutral
hang,neutral
join reeeally dont,neutral
im jealous,negative
oh sell step away desk,neutral
happy,positive
amaze,positive
like,positive
would really funny would really cut,positive
proud take make get gnight read,neutral
get present like,neutral
underage festival find far away,neutral
reject,negative
finally end friday friday friday rain outside,neutral
miss,negative
proudly,positive
download eee play make kick,neutral
mollie could get,neutral
good,positive
do,neutral
good,negative
lol babe,positive
know hear recently,neutral
good,positive
laugh get,neutral
tango,neutral
know break,neutral
cooperate,negative
bed,neutral
leno tonite last tonight,neutral
learn lesson hard,negative
go,neutral
ok get essay do,neutral
tough u neither really plus die,negative
cant believe lose real think im get sick doesnt like better,negative
get steady eat well cheap horrible,neutral
could bed nine never make sleepdeprived much,neutral
seriously increasingly good stoke,positive
really miss,negative
hear either,neutral
weather hopefully bwi,negative
supernatural good love,positive
sorry negative,negative
yes go protect serve leave,neutral
usually like,neutral
unpleasant,negative
pick soon need suppliment,neutral
sure glad know hangover free fragile,neutral
tough,negative
hurt,negative
like,positive
every right like crazy morrison jealousy tangible,neutral
love anyway,positive
well little sick,neutral
go bro switch,neutral
workin ur sched tire get ta hard famous u supprtin,neutral
know,negative
good,positive
see sucked conflict give u,negative
go,neutral
much,positive
enjoy,positive
feel actual,negative
omg last,neutral
look,positive
jeff hard,negative
like hide offshore,neutral
extra,neutral
great,positive
chad,neutral
impressive,positive
absolutely sick want go,negative
good,negative
find ago say still slur seem ok,neutral
know good would better happen asleep,positive
arg try one move failed never show,neutral
call taltal take back add last tal,neutral
go,negative
best,positive
jealous,negative
basically doubled,negative
still stand former stubborn,neutral
sweetie,positive
ohh say artist keep post next,neutral
pr,neutral
hey follow excite new,positive
new work,negative
ish go,positive
go sleep na join,neutral
incredible,positive
horrible,negative
u better run late breakfast,neutral
go,neutral
dim,neutral
think get new wait get laptop,neutral
look forward,positive
look good,positive
good good,positive
hows try follow,neutral
fantastic lonely go,neutral
happy,neutral
get ready skill final ugh suckkkk,negative
another de,neutral
monday go typical knee another,neutral
find,neutral
could spend last high burbank,positive
add,positive
nice,positive
paranoid actually like better perform live rather,neutral
go,neutral
save crappy back finally,neutral
believe,neutral
good whit,positive
